Record Length,2.500000e+03,,  -0.000002500000,   0.00000,
Sample Interval,2.000000e-09,,  -0.000002498000,   0.80000,
Trigger Point,1.250000000000e+03,,  -0.000002496000,   0.80000,
,,,  -0.000002494000,   0.00000,
,,,  -0.000002492000,   0.80000,
,,,  -0.000002490000,   0.80000,
Source,CH1,,  -0.000002488000,   0.00000,
Vertical Units,V,,  -0.000002486000,   0.80000,
Vertical Scale,2.000000e+01,,  -0.000002484000,   0.80000,
Vertical Offset,0.000000e+00,,  -0.000002482000,   0.80000,
Horizontal Units,s,,  -0.000002480000,   0.80000,
Horizontal Scale,5.000000e-07,,  -0.000002478000,   0.00000,
Pt Fmt,Y,,  -0.000002476000,   0.80000,
Yzero,0.000000e+00,,  -0.000002474000,   0.00000,
Probe Atten,1.000000e+01,,  -0.000002472000,   0.00000,
Model Number,TDS1001B,,  -0.000002470000,   0.80000,
Serial Number,C051164,,  -0.000002468000,   0.80000,
Firmware Version,FV:v22.01,,  -0.000002466000,   0.80000,
,,,-00.000002464000,   0.80000,
,,,-00.000002462000,   0.00000,
,,,-00.000002460000,   0.80000,
,,,-00.000002458000,   0.00000,
,,,-00.000002456000,   0.00000,
,,,-00.000002454000,   0.80000,
,,,-00.000002452000,   0.80000,
,,,-00.000002450000,   0.80000,
,,,-00.000002448000,   0.80000,
,,,-00.000002446000,   1.60000,
,,,-00.000002444000,   0.80000,
,,,-00.000002442000,   0.80000,
,,,-00.000002440000,   0.80000,
,,,-00.000002438000,   0.00000,
,,,-00.000002436000,   0.80000,
,,,-00.000002434000,   0.80000,
,,,-00.000002432000,   0.80000,
,,,-00.000002430000,   0.80000,
,,,-00.000002428000,   0.80000,
,,,-00.000002426000,   0.80000,
,,,-00.000002424000,   0.00000,
,,,-00.000002422000,   0.80000,
,,,-00.000002420000,   0.80000,
,,,-00.000002418000,   0.80000,
,,,-00.000002416000,   0.80000,
,,,-00.000002414000,   0.00000,
,,,-00.000002412000,   0.80000,
,,,-00.000002410000,   0.00000,
,,,-00.000002408000,   0.80000,
,,,-00.000002406000,   0.00000,
,,,-00.000002404000,   0.00000,
,,,-00.000002402000,   0.80000,
