Record Length,2.500000e+03,,  -0.000005000000,  -9.40000,
Sample Interval,4.000000e-09,,  -0.000004996000,  -9.60000,
Trigger Point,1.250000000000e+03,,  -0.000004992000,  -9.40000,
,,,  -0.000004988000,  -9.40000,
,,,  -0.000004984000,  -9.20000,
,,,  -0.000004980000,  -9.40000,
Source,CH1,,  -0.000004976000,  -9.40000,
Vertical Units,V,,  -0.000004972000,  -9.60000,
Vertical Scale,5.000000e+00,,  -0.000004968000,  -9.60000,
Vertical Offset,0.000000e+00,,  -0.000004964000,  -9.60000,
Horizontal Units,s,,  -0.000004960000,  -9.40000,
Horizontal Scale,1.000000e-06,,  -0.000004956000,  -9.60000,
Pt Fmt,Y,,  -0.000004952000,  -9.80000,
Yzero,0.000000e+00,,  -0.000004948000,  -9.80000,
Probe Atten,1.000000e+00,,  -0.000004944000,  -9.60000,
Model Number,TDS1012B,,  -0.000004940000,  -9.60000,
Serial Number,C063631,,  -0.000004936000,  -9.60000,
Firmware Version,FV:v22.01,,  -0.000004932000,  -9.20000,
,,,-00.000004928000,  -8.40000,
,,,-00.000004924000,  -8.00000,
,,,-00.000004920000,  -7.20000,
,,,-00.000004916000,  -6.60000,
,,,-00.000004912000,  -6.00000,
,,,-00.000004908000,  -5.20000,
,,,-00.000004904000,  -4.20000,
,,,-00.000004900000,  -3.40000,
,,,-00.000004896000,  -3.00000,
,,,-00.000004892000,  -2.40000,
,,,-00.000004888000,  -1.20000,
,,,-00.000004884000,  -0.40000,
,,,-00.000004880000,   0.20000,
,,,-00.000004876000,   1.00000,
,,,-00.000004872000,   1.80000,
,,,-00.000004868000,   2.80000,
,,,-00.000004864000,   3.60000,
,,,-00.000004860000,   4.00000,
,,,-00.000004856000,   4.60000,
,,,-00.000004852000,   5.40000,
,,,-00.000004848000,   6.00000,
,,,-00.000004844000,   6.60000,
,,,-00.000004840000,   6.80000,
,,,-00.000004836000,   7.00000,
,,,-00.000004832000,   7.20000,
,,,-00.000004828000,   7.40000,
,,,-00.000004824000,   7.60000,
,,,-00.000004820000,   7.80000,
,,,-00.000004816000,   8.20000,
,,,-00.000004812000,   8.20000,
,,,-00.000004808000,   8.20000,
,,,-00.000004804000,   8.40000,
,,,-00.000004800000,   8.20000,
,,,-00.000004796000,   8.40000,
,,,-00.000004792000,   8.60000,
,,,-00.000004788000,   8.60000,
,,,-00.000004784000,   8.60000,
,,,-00.000004780000,   8.80000,
,,,-00.000004776000,   8.60000,
,,,-00.000004772000,   8.80000,
,,,-00.000004768000,   8.80000,
,,,-00.000004764000,   8.80000,
,,,-00.000004760000,   8.80000,
,,,-00.000004756000,   9.00000,
,,,-00.000004752000,   9.00000,
,,,-00.000004748000,   9.20000,
,,,-00.000004744000,   9.20000,
,,,-00.000004740000,   9.40000,
,,,-00.000004736000,   9.40000,
,,,-00.000004732000,   9.00000,
,,,-00.000004728000,   9.20000,
,,,-00.000004724000,   9.40000,
,,,-00.000004720000,   9.40000,
,,,-00.000004716000,   9.40000,
,,,-00.000004712000,   9.20000,
,,,-00.000004708000,   9.40000,
,,,-00.000004704000,   9.60000,
,,,-00.000004700000,   9.40000,
,,,-00.000004696000,   9.40000,
,,,-00.000004692000,   9.40000,
,,,-00.000004688000,   9.40000,
,,,-00.000004684000,   9.40000,
,,,-00.000004680000,   9.40000,
,,,-00.000004676000,   9.40000,
,,,-00.000004672000,   9.60000,
,,,-00.000004668000,   9.60000,
,,,-00.000004664000,   9.40000,
,,,-00.000004660000,   9.40000,
,,,-00.000004656000,   9.80000,
,,,-00.000004652000,   9.40000,
