x-axis,1
second,Volt
-10.000000E-06,-10.995276469737E+00
-9.998000E-06,-10.995276469737E+00
-9.996000E-06,-11.171155868098E+00
-9.994000E-06,-10.995276469737E+00
-9.992000E-06,-11.007839283906E+00
-9.990000E-06,-10.995276469737E+00
-9.988000E-06,-11.007839283906E+00
-9.986000E-06,-10.995276469737E+00
-9.984000E-06,-10.995276469737E+00
-9.982000E-06,-10.995276469737E+00
-9.980000E-06,-11.171155868098E+00
-9.978000E-06,-11.007839283906E+00
-9.976000E-06,-11.007839283906E+00
-9.974000E-06,-11.007839283906E+00
-9.972000E-06,-10.995276469737E+00
-9.970000E-06,-10.995276469737E+00
-9.968000E-06,-10.995276469737E+00
-9.966000E-06,-11.007839283906E+00
-9.964000E-06,-11.171155868098E+00
-9.962000E-06,-10.995276469737E+00
-9.960000E-06,-11.007839283906E+00
-9.958000E-06,-11.171155868098E+00
-9.956000E-06,-11.171155868098E+00
-9.954000E-06,-11.007839283906E+00
-9.952000E-06,-11.196281496435E+00
-9.950000E-06,-11.196281496435E+00
-9.948000E-06,-11.171155868098E+00
-9.946000E-06,-10.995276469737E+00
-9.944000E-06,-11.007839283906E+00
-9.942000E-06,-11.171155868098E+00
-9.940000E-06,-11.171155868098E+00
-9.938000E-06,-11.007839283906E+00
-9.936000E-06,-10.995276469737E+00
-9.934000E-06,-11.196281496435E+00
-9.932000E-06,-11.171155868098E+00
-9.930000E-06,-11.171155868098E+00
-9.928000E-06,-10.995276469737E+00
-9.926000E-06,-11.171155868098E+00
-9.924000E-06,-10.995276469737E+00
-9.922000E-06,-11.007839283906E+00
-9.920000E-06,-11.007839283906E+00
-9.918000E-06,-10.995276469737E+00
-9.916000E-06,-10.995276469737E+00
-9.914000E-06,-10.995276469737E+00
-9.912000E-06,-11.007839283906E+00
-9.910000E-06,-10.995276469737E+00
-9.908000E-06,-11.171155868098E+00
-9.906000E-06,-11.007839283906E+00
-9.904000E-06,-10.995276469737E+00
-9.902000E-06,-10.995276469737E+00
-9.900000E-06,-11.007839283906E+00
-9.898000E-06,-10.995276469737E+00
-9.896000E-06,-10.995276469737E+00
-9.894000E-06,-10.995276469737E+00
-9.892000E-06,-10.970150841400E+00
-9.890000E-06,-10.995276469737E+00
-9.888000E-06,-10.995276469737E+00
-9.886000E-06,-10.995276469737E+00
-9.884000E-06,-10.970150841400E+00
-9.882000E-06,-10.970150841400E+00
-9.880000E-06,-10.995276469737E+00
-9.878000E-06,-10.806834257208E+00
-9.876000E-06,-10.995276469737E+00
-9.874000E-06,-10.995276469737E+00
-9.872000E-06,-10.995276469737E+00
-9.870000E-06,-11.007839283906E+00
-9.868000E-06,-11.171155868098E+00
-9.866000E-06,-10.995276469737E+00
-9.864000E-06,-10.995276469737E+00
-9.862000E-06,-10.995276469737E+00
-9.860000E-06,-11.171155868098E+00
-9.858000E-06,-11.007839283906E+00
-9.856000E-06,-10.995276469737E+00
-9.854000E-06,-10.995276469737E+00
-9.852000E-06,-10.995276469737E+00
-9.850000E-06,-10.995276469737E+00
-9.848000E-06,-10.819397071376E+00
-9.846000E-06,-10.995276469737E+00
-9.844000E-06,-10.995276469737E+00
-9.842000E-06,-10.995276469737E+00
-9.840000E-06,-10.995276469737E+00
-9.838000E-06,-11.007839283906E+00
-9.836000E-06,-10.995276469737E+00
-9.834000E-06,-11.007839283906E+00
-9.832000E-06,-11.007839283906E+00
-9.830000E-06,-11.007839283906E+00
-9.828000E-06,-10.995276469737E+00
-9.826000E-06,-10.995276469737E+00
-9.824000E-06,-10.819397071376E+00
-9.822000E-06,-10.995276469737E+00
-9.820000E-06,-11.171155868098E+00
-9.818000E-06,-10.995276469737E+00
-9.816000E-06,-10.995276469737E+00
-9.814000E-06,-10.995276469737E+00
-9.812000E-06,-11.171155868098E+00
-9.810000E-06,-10.995276469737E+00
-9.808000E-06,-11.007839283906E+00
-9.806000E-06,-11.196281496435E+00
-9.804000E-06,-11.171155868098E+00
-9.802000E-06,-10.995276469737E+00
-9.800000E-06,-11.007839283906E+00
-9.798000E-06,-11.171155868098E+00
-9.796000E-06,-11.196281496435E+00
-9.794000E-06,-10.995276469737E+00
-9.792000E-06,-10.995276469737E+00
-9.790000E-06,-11.007839283906E+00
-9.788000E-06,-11.196281496435E+00
-9.786000E-06,-10.995276469737E+00
-9.784000E-06,-11.196281496435E+00
-9.782000E-06,-11.171155868098E+00
-9.780000E-06,-10.995276469737E+00
-9.778000E-06,-10.970150841400E+00
-9.776000E-06,-11.196281496435E+00
-9.774000E-06,-11.171155868098E+00
-9.772000E-06,-10.995276469737E+00
-9.770000E-06,-10.995276469737E+00
-9.768000E-06,-10.806834257208E+00
-9.766000E-06,-10.995276469737E+00
-9.764000E-06,-10.995276469737E+00
-9.762000E-06,-10.605829230510E+00
-9.760000E-06,-10.593266416341E+00
-9.758000E-06,-10.568140788004E+00
-9.756000E-06,-9.990251336247E+00
-9.754000E-06,-9.789246309549E+00
-9.752000E-06,-9.399799070321E+00
-9.750000E-06,-8.960100574419E+00
-9.748000E-06,-8.583216149360E+00
-9.746000E-06,-8.156080467626E+00
-9.744000E-06,-7.779196042567E+00
-9.742000E-06,-7.151055334136E+00
-9.740000E-06,-6.774170909077E+00
-9.738000E-06,-6.146030200645E+00
-9.736000E-06,-5.379698536359E+00
-9.734000E-06,-5.141005067155E+00
-9.732000E-06,-4.537989987060E+00
-9.730000E-06,-3.934974906966E+00
-9.728000E-06,-3.156080428511E+00
-9.726000E-06,-2.917386959307E+00
-9.724000E-06,-2.125929666683E+00
-9.722000E-06,-1.548040214926E+00
-9.720000E-06,-744.020108134E-03
-9.718000E-06,-316.884426400E-03
-9.716000E-06,+273.567839526E-03
-9.714000E-06,+1.077587946318E+00
-9.712000E-06,+1.869045238942E+00
-9.710000E-06,+2.283618106507E+00
-9.708000E-06,+2.886633186601E+00
-9.706000E-06,+3.489648266695E+00
-9.704000E-06,+4.482110586017E+00
-9.702000E-06,+4.896683453582E+00
-9.700000E-06,+5.298693506978E+00
-9.698000E-06,+6.291155826300E+00
-9.696000E-06,+6.718291508034E+00
-9.694000E-06,+7.296180959791E+00
-9.692000E-06,+7.723316641524E+00
-9.690000E-06,+8.313768907450E+00
-9.688000E-06,+8.904221173376E+00
-9.686000E-06,+9.105226200074E+00
-9.684000E-06,+9.318794040941E+00
-9.682000E-06,+9.708241280168E+00
-9.680000E-06,+10.085125705227E+00
-9.678000E-06,+9.921809121035E+00
