x-axis,F1
Hertz,dBV
+851.0000E+03,-18.53906E+00
+851.5000E+03,-18.14844E+00
+852.0000E+03,-17.75781E+00
+852.5000E+03,-17.36719E+00
+853.0000E+03,-16.97656E+00
+853.5000E+03,-16.58594E+00
+854.0000E+03,-16.15625E+00
+854.5000E+03,-15.76563E+00
+855.0000E+03,-15.57031E+00
+855.5000E+03,-15.33594E+00
+856.0000E+03,-15.10156E+00
+856.5000E+03,-14.86719E+00
+857.0000E+03,-14.67188E+00
+857.5000E+03,-14.43750E+00
+858.0000E+03,-14.20313E+00
+858.5000E+03,-14.00781E+00
+859.0000E+03,-13.77344E+00
+859.5000E+03,-13.53906E+00
+860.0000E+03,-13.30469E+00
+860.5000E+03,-13.10938E+00
+861.0000E+03,-12.87500E+00
+861.5000E+03,-12.64063E+00
+862.0000E+03,-12.40625E+00
+862.5000E+03,-12.21094E+00
+863.0000E+03,-11.97656E+00
+863.5000E+03,-11.74219E+00
+864.0000E+03,-11.50781E+00
+864.5000E+03,-11.31250E+00
+865.0000E+03,-11.07813E+00
+865.5000E+03,-10.84375E+00
+866.0000E+03,-10.64844E+00
+866.5000E+03,-10.41406E+00
+867.0000E+03,-10.17969E+00
+867.5000E+03,-9.94531E+00
+868.0000E+03,-9.75000E+00
+868.5000E+03,-9.51563E+00
+869.0000E+03,-9.28125E+00
+869.5000E+03,-9.04688E+00
+870.0000E+03,-8.89063E+00
+870.5000E+03,-8.73438E+00
+871.0000E+03,-8.61719E+00
+871.5000E+03,-8.50000E+00
+872.0000E+03,-8.34375E+00
+872.5000E+03,-8.22656E+00
+873.0000E+03,-8.10938E+00
+873.5000E+03,-7.95313E+00
+874.0000E+03,-7.83594E+00
+874.5000E+03,-7.71875E+00
+875.0000E+03,-7.56250E+00
+875.5000E+03,-7.44531E+00
+876.0000E+03,-7.32813E+00
+876.5000E+03,-7.17188E+00
+877.0000E+03,-7.05469E+00
+877.5000E+03,-6.93750E+00
+878.0000E+03,-6.78125E+00
+878.5000E+03,-6.66406E+00
+879.0000E+03,-6.54688E+00
+879.5000E+03,-6.39063E+00
+880.0000E+03,-6.27344E+00
+880.5000E+03,-6.15625E+00
+881.0000E+03,-6.00000E+00
+881.5000E+03,-5.88281E+00
+882.0000E+03,-5.76563E+00
+882.5000E+03,-5.60938E+00
+883.0000E+03,-5.49219E+00
+883.5000E+03,-5.37500E+00
+884.0000E+03,-5.21875E+00
+884.5000E+03,-5.10156E+00
+885.0000E+03,-4.98438E+00
+885.5000E+03,-4.90625E+00
+886.0000E+03,-4.82813E+00
+886.5000E+03,-4.75000E+00
+887.0000E+03,-4.67188E+00
+887.5000E+03,-4.59375E+00
+888.0000E+03,-4.51563E+00
+888.5000E+03,-4.43750E+00
+889.0000E+03,-4.35938E+00
+889.5000E+03,-4.28125E+00
+890.0000E+03,-4.20313E+00
+890.5000E+03,-4.12500E+00
+891.0000E+03,-4.04688E+00
+891.5000E+03,-3.96875E+00
+892.0000E+03,-3.89063E+00
+892.5000E+03,-3.81250E+00
+893.0000E+03,-3.73438E+00
+893.5000E+03,-3.65625E+00
+894.0000E+03,-3.57813E+00
+894.5000E+03,-3.50000E+00
+895.0000E+03,-3.42188E+00
+895.5000E+03,-3.34375E+00
+896.0000E+03,-3.26563E+00
+896.5000E+03,-3.18750E+00
+897.0000E+03,-3.10938E+00
+897.5000E+03,-3.03125E+00
+898.0000E+03,-2.95313E+00
+898.5000E+03,-2.87500E+00
+899.0000E+03,-2.79688E+00
+899.5000E+03,-2.71875E+00
+900.0000E+03,-2.64063E+00
+900.5000E+03,-2.56250E+00
+901.0000E+03,-2.52344E+00
+901.5000E+03,-2.48438E+00
+902.0000E+03,-2.44531E+00
+902.5000E+03,-2.40625E+00
+903.0000E+03,-2.36719E+00
+903.5000E+03,-2.32813E+00
+904.0000E+03,-2.28906E+00
+904.5000E+03,-2.25000E+00
+905.0000E+03,-2.21094E+00
+905.5000E+03,-2.17188E+00
+906.0000E+03,-2.13281E+00
+906.5000E+03,-2.09375E+00
+907.0000E+03,-2.05469E+00
+907.5000E+03,-2.01563E+00
+908.0000E+03,-1.97656E+00
+908.5000E+03,-1.93750E+00
+909.0000E+03,-1.89844E+00
+909.5000E+03,-1.85938E+00
+910.0000E+03,-1.82031E+00
+910.5000E+03,-1.78125E+00
+911.0000E+03,-1.74219E+00
+911.5000E+03,-1.70313E+00
+912.0000E+03,-1.66406E+00
+912.5000E+03,-1.62500E+00
+913.0000E+03,-1.58594E+00
+913.5000E+03,-1.54688E+00
+914.0000E+03,-1.54688E+00
+914.5000E+03,-1.50781E+00
+915.0000E+03,-1.46875E+00
+915.5000E+03,-1.42969E+00
+916.0000E+03,-1.39063E+00
+916.5000E+03,-1.39063E+00
+917.0000E+03,-1.39063E+00
+917.5000E+03,-1.39063E+00
+918.0000E+03,-1.39063E+00
+918.5000E+03,-1.39063E+00
+919.0000E+03,-1.35156E+00
+919.5000E+03,-1.35156E+00
+920.0000E+03,-1.35156E+00
+920.5000E+03,-1.35156E+00
+921.0000E+03,-1.35156E+00
+921.5000E+03,-1.35156E+00
+922.0000E+03,-1.31250E+00
+922.5000E+03,-1.31250E+00
+923.0000E+03,-1.31250E+00
+923.5000E+03,-1.31250E+00
+924.0000E+03,-1.31250E+00
+924.5000E+03,-1.31250E+00
+925.0000E+03,-1.27344E+00
+925.5000E+03,-1.27344E+00
+926.0000E+03,-1.27344E+00
+926.5000E+03,-1.27344E+00
+927.0000E+03,-1.27344E+00
+927.5000E+03,-1.27344E+00
+928.0000E+03,-1.23438E+00
+928.5000E+03,-1.23438E+00
+929.0000E+03,-1.23438E+00
+929.5000E+03,-1.23438E+00
+930.0000E+03,-1.23438E+00
+930.5000E+03,-1.23438E+00
+931.0000E+03,-1.23438E+00
+931.5000E+03,-1.23438E+00
+932.0000E+03,-1.27344E+00
+932.5000E+03,-1.31250E+00
+933.0000E+03,-1.35156E+00
+933.5000E+03,-1.35156E+00
+934.0000E+03,-1.39063E+00
+934.5000E+03,-1.42969E+00
+935.0000E+03,-1.42969E+00
+935.5000E+03,-1.46875E+00
+936.0000E+03,-1.50781E+00
+936.5000E+03,-1.50781E+00
+937.0000E+03,-1.54688E+00
+937.5000E+03,-1.58594E+00
+938.0000E+03,-1.58594E+00
+938.5000E+03,-1.62500E+00
+939.0000E+03,-1.66406E+00
+939.5000E+03,-1.66406E+00
+940.0000E+03,-1.70313E+00
+940.5000E+03,-1.74219E+00
+941.0000E+03,-1.78125E+00
+941.5000E+03,-1.78125E+00
+942.0000E+03,-1.82031E+00
+942.5000E+03,-1.85938E+00
+943.0000E+03,-1.85938E+00
+943.5000E+03,-1.89844E+00
+944.0000E+03,-1.93750E+00
+944.5000E+03,-1.93750E+00
+945.0000E+03,-1.97656E+00
+945.5000E+03,-2.01563E+00
+946.0000E+03,-2.01563E+00
+946.5000E+03,-2.09375E+00
+947.0000E+03,-2.13281E+00
+947.5000E+03,-2.21094E+00
+948.0000E+03,-2.28906E+00
+948.5000E+03,-2.32813E+00
+949.0000E+03,-2.40625E+00
+949.5000E+03,-2.44531E+00
+950.0000E+03,-2.52344E+00
+950.5000E+03,-2.56250E+00
+951.0000E+03,-2.64063E+00
+951.5000E+03,-2.67969E+00
+952.0000E+03,-2.75781E+00
+952.5000E+03,-2.79688E+00
+953.0000E+03,-2.87500E+00
+953.5000E+03,-2.91406E+00
+954.0000E+03,-2.99219E+00
+954.5000E+03,-3.07031E+00
+955.0000E+03,-3.10938E+00
+955.5000E+03,-3.18750E+00
+956.0000E+03,-3.22656E+00
+956.5000E+03,-3.30469E+00
+957.0000E+03,-3.34375E+00
+957.5000E+03,-3.42188E+00
+958.0000E+03,-3.46094E+00
+958.5000E+03,-3.53906E+00
+959.0000E+03,-3.57813E+00
+959.5000E+03,-3.65625E+00
+960.0000E+03,-3.69531E+00
+960.5000E+03,-3.77344E+00
+961.0000E+03,-3.85156E+00
+961.5000E+03,-3.92969E+00
+962.0000E+03,-4.00781E+00
+962.5000E+03,-4.12500E+00
+963.0000E+03,-4.24219E+00
+963.5000E+03,-4.32031E+00
+964.0000E+03,-4.43750E+00
+964.5000E+03,-4.51563E+00
+965.0000E+03,-4.63281E+00
+965.5000E+03,-4.75000E+00
+966.0000E+03,-4.82813E+00
+966.5000E+03,-4.94531E+00
+967.0000E+03,-5.06250E+00
+967.5000E+03,-5.14063E+00
+968.0000E+03,-5.25781E+00
+968.5000E+03,-5.37500E+00
+969.0000E+03,-5.45313E+00
+969.5000E+03,-5.57031E+00
+970.0000E+03,-5.68750E+00
+970.5000E+03,-5.76563E+00
+971.0000E+03,-5.88281E+00
+971.5000E+03,-6.00000E+00
+972.0000E+03,-6.07813E+00
+972.5000E+03,-6.19531E+00
+973.0000E+03,-6.31250E+00
+973.5000E+03,-6.39063E+00
+974.0000E+03,-6.50781E+00
+974.5000E+03,-6.62500E+00
+975.0000E+03,-6.70313E+00
+975.5000E+03,-6.82031E+00
+976.0000E+03,-6.93750E+00
+976.5000E+03,-7.01563E+00
+977.0000E+03,-7.17188E+00
+977.5000E+03,-7.32813E+00
+978.0000E+03,-7.52344E+00
+978.5000E+03,-7.67969E+00
+979.0000E+03,-7.83594E+00
+979.5000E+03,-7.99219E+00
+980.0000E+03,-8.18750E+00
+980.5000E+03,-8.34375E+00
+981.0000E+03,-8.50000E+00
+981.5000E+03,-8.65625E+00
+982.0000E+03,-8.81250E+00
+982.5000E+03,-9.00781E+00
+983.0000E+03,-9.16406E+00
+983.5000E+03,-9.32031E+00
+984.0000E+03,-9.47656E+00
+984.5000E+03,-9.67188E+00
+985.0000E+03,-9.82813E+00
+985.5000E+03,-9.98438E+00
+986.0000E+03,-10.14063E+00
+986.5000E+03,-10.33594E+00
+987.0000E+03,-10.49219E+00
+987.5000E+03,-10.64844E+00
+988.0000E+03,-10.80469E+00
+988.5000E+03,-10.96094E+00
+989.0000E+03,-11.15625E+00
+989.5000E+03,-11.31250E+00
+990.0000E+03,-11.46875E+00
+990.5000E+03,-11.62500E+00
+991.0000E+03,-11.82031E+00
+991.5000E+03,-11.97656E+00
+992.0000E+03,-12.17188E+00
+992.5000E+03,-12.44531E+00
+993.0000E+03,-12.71875E+00
+993.5000E+03,-12.99219E+00
+994.0000E+03,-13.26563E+00
+994.5000E+03,-13.57813E+00
+995.0000E+03,-13.85156E+00
+995.5000E+03,-14.12500E+00
+996.0000E+03,-14.39844E+00
+996.5000E+03,-14.67188E+00
+997.0000E+03,-14.94531E+00
+997.5000E+03,-15.21875E+00
+998.0000E+03,-15.49219E+00
+998.5000E+03,-15.76563E+00
+999.0000E+03,-16.07813E+00
+999.5000E+03,-16.35156E+00
+1.0000000E+06,-16.62500E+00
+1.0005000E+06,-16.89844E+00
+1.0010000E+06,-17.17188E+00
+1.0015000E+06,-17.44531E+00
+1.0020000E+06,-17.71875E+00
+1.0025000E+06,-17.99219E+00
+1.0030000E+06,-18.26563E+00
+1.0035000E+06,-18.57813E+00
+1.0040000E+06,-18.85156E+00
+1.0045000E+06,-19.12500E+00
+1.0050000E+06,-19.39844E+00
+1.0055000E+06,-19.67188E+00
+1.0060000E+06,-19.94531E+00
+1.0065000E+06,-20.21875E+00
+1.0070000E+06,-20.49219E+00
+1.0075000E+06,-20.76563E+00
+1.0080000E+06,-21.07813E+00
+1.0085000E+06,-21.35156E+00
+1.0090000E+06,-21.62500E+00
+1.0095000E+06,-21.89844E+00
+1.0100000E+06,-22.17188E+00
+1.0105000E+06,-22.44531E+00
+1.0110000E+06,-22.71875E+00
+1.0115000E+06,-22.99219E+00
+1.0120000E+06,-23.26563E+00
+1.0125000E+06,-23.53906E+00
+1.0130000E+06,-23.81250E+00
+1.0135000E+06,-24.08594E+00
+1.0140000E+06,-24.35938E+00
+1.0145000E+06,-24.67188E+00
+1.0150000E+06,-24.94531E+00
+1.0155000E+06,-25.21875E+00
+1.0160000E+06,-25.49219E+00
+1.0165000E+06,-25.76563E+00
+1.0170000E+06,-26.03906E+00
+1.0175000E+06,-26.31250E+00
+1.0180000E+06,-26.58594E+00
+1.0185000E+06,-26.85938E+00
+1.0190000E+06,-27.13281E+00
+1.0195000E+06,-27.40625E+00
+1.0200000E+06,-27.67969E+00
+1.0205000E+06,-27.95313E+00
+1.0210000E+06,-28.26563E+00
+1.0215000E+06,-28.53906E+00
+1.0220000E+06,-28.81250E+00
+1.0225000E+06,-29.00781E+00
+1.0230000E+06,-29.00781E+00
+1.0235000E+06,-29.00781E+00
+1.0240000E+06,-29.00781E+00
+1.0245000E+06,-29.00781E+00
+1.0250000E+06,-29.00781E+00
+1.0255000E+06,-29.04688E+00
+1.0260000E+06,-29.04688E+00
+1.0265000E+06,-29.04688E+00
+1.0270000E+06,-29.04688E+00
+1.0275000E+06,-29.04688E+00
+1.0280000E+06,-29.04688E+00
+1.0285000E+06,-29.08594E+00
+1.0290000E+06,-29.08594E+00
+1.0295000E+06,-29.08594E+00
+1.0300000E+06,-29.08594E+00
+1.0305000E+06,-29.08594E+00
+1.0310000E+06,-29.08594E+00
+1.0315000E+06,-29.12500E+00
+1.0320000E+06,-29.12500E+00
+1.0325000E+06,-29.12500E+00
+1.0330000E+06,-29.12500E+00
+1.0335000E+06,-29.12500E+00
+1.0340000E+06,-29.12500E+00
+1.0345000E+06,-29.12500E+00
+1.0350000E+06,-29.16406E+00
+1.0355000E+06,-29.16406E+00
+1.0360000E+06,-29.16406E+00
+1.0365000E+06,-29.16406E+00
+1.0370000E+06,-29.16406E+00
+1.0375000E+06,-29.16406E+00
+1.0380000E+06,-29.00781E+00
+1.0385000E+06,-28.77344E+00
+1.0390000E+06,-28.53906E+00
+1.0395000E+06,-28.30469E+00
+1.0400000E+06,-28.07031E+00
+1.0405000E+06,-27.83594E+00
+1.0410000E+06,-27.64063E+00
+1.0415000E+06,-27.40625E+00
+1.0420000E+06,-27.17188E+00
+1.0425000E+06,-26.93750E+00
+1.0430000E+06,-26.70313E+00
+1.0435000E+06,-26.46875E+00
+1.0440000E+06,-26.23438E+00
+1.0445000E+06,-26.03906E+00
+1.0450000E+06,-25.80469E+00
+1.0455000E+06,-25.57031E+00
+1.0460000E+06,-25.33594E+00
+1.0465000E+06,-25.10156E+00
+1.0470000E+06,-24.86719E+00
+1.0475000E+06,-24.63281E+00
+1.0480000E+06,-24.39844E+00
+1.0485000E+06,-24.20313E+00
+1.0490000E+06,-23.96875E+00
+1.0495000E+06,-23.73438E+00
+1.0500000E+06,-23.50000E+00
+1.0505000E+06,-23.26563E+00
+1.0510000E+06,-23.03125E+00
+1.0515000E+06,-22.79688E+00
+1.0520000E+06,-22.60156E+00
+1.0525000E+06,-22.36719E+00
+1.0530000E+06,-22.09375E+00
+1.0535000E+06,-21.82031E+00
+1.0540000E+06,-21.54688E+00
+1.0545000E+06,-21.27344E+00
+1.0550000E+06,-20.96094E+00
+1.0555000E+06,-20.68750E+00
+1.0560000E+06,-20.41406E+00
+1.0565000E+06,-20.10156E+00
+1.0570000E+06,-19.82813E+00
+1.0575000E+06,-19.55469E+00
+1.0580000E+06,-19.28125E+00
+1.0585000E+06,-18.96875E+00
+1.0590000E+06,-18.69531E+00
+1.0595000E+06,-18.42188E+00
+1.0600000E+06,-18.14844E+00
+1.0605000E+06,-17.83594E+00
+1.0610000E+06,-17.56250E+00
+1.0615000E+06,-17.28906E+00
+1.0620000E+06,-16.97656E+00
+1.0625000E+06,-16.70313E+00
+1.0630000E+06,-16.42969E+00
+1.0635000E+06,-16.15625E+00
+1.0640000E+06,-15.84375E+00
+1.0645000E+06,-15.57031E+00
+1.0650000E+06,-15.29688E+00
+1.0655000E+06,-15.02344E+00
+1.0660000E+06,-14.71094E+00
+1.0665000E+06,-14.43750E+00
+1.0670000E+06,-14.16406E+00
+1.0675000E+06,-13.85156E+00
+1.0680000E+06,-13.57813E+00
+1.0685000E+06,-13.38281E+00
+1.0690000E+06,-13.22656E+00
+1.0695000E+06,-13.07031E+00
+1.0700000E+06,-12.87500E+00
+1.0705000E+06,-12.71875E+00
+1.0710000E+06,-12.56250E+00
+1.0715000E+06,-12.36719E+00
+1.0720000E+06,-12.21094E+00
+1.0725000E+06,-12.05469E+00
+1.0730000E+06,-11.89844E+00
+1.0735000E+06,-11.70313E+00
+1.0740000E+06,-11.54688E+00
+1.0745000E+06,-11.39063E+00
+1.0750000E+06,-11.19531E+00
+1.0755000E+06,-11.03906E+00
+1.0760000E+06,-10.88281E+00
+1.0765000E+06,-10.72656E+00
+1.0770000E+06,-10.53125E+00
+1.0775000E+06,-10.37500E+00
+1.0780000E+06,-10.21875E+00
+1.0785000E+06,-10.02344E+00
+1.0790000E+06,-9.86719E+00
+1.0795000E+06,-9.71094E+00
+1.0800000E+06,-9.51563E+00
+1.0805000E+06,-9.35938E+00
+1.0810000E+06,-9.20313E+00
+1.0815000E+06,-9.04688E+00
+1.0820000E+06,-8.85156E+00
+1.0825000E+06,-8.69531E+00
+1.0830000E+06,-8.53906E+00
+1.0835000E+06,-8.38281E+00
+1.0840000E+06,-8.26563E+00
+1.0845000E+06,-8.18750E+00
+1.0850000E+06,-8.07031E+00
+1.0855000E+06,-7.99219E+00
+1.0860000E+06,-7.87500E+00
+1.0865000E+06,-7.79688E+00
+1.0870000E+06,-7.67969E+00
+1.0875000E+06,-7.56250E+00
+1.0880000E+06,-7.48438E+00
+1.0885000E+06,-7.36719E+00
+1.0890000E+06,-7.28906E+00
+1.0895000E+06,-7.17188E+00
+1.0900000E+06,-7.09375E+00
+1.0905000E+06,-6.97656E+00
+1.0910000E+06,-6.89844E+00
+1.0915000E+06,-6.78125E+00
+1.0920000E+06,-6.66406E+00
+1.0925000E+06,-6.58594E+00
+1.0930000E+06,-6.46875E+00
+1.0935000E+06,-6.39063E+00
+1.0940000E+06,-6.27344E+00
+1.0945000E+06,-6.19531E+00
+1.0950000E+06,-6.07813E+00
+1.0955000E+06,-6.00000E+00
+1.0960000E+06,-5.88281E+00
+1.0965000E+06,-5.76563E+00
+1.0970000E+06,-5.68750E+00
+1.0975000E+06,-5.57031E+00
+1.0980000E+06,-5.49219E+00
+1.0985000E+06,-5.37500E+00
+1.0990000E+06,-5.29688E+00
+1.0995000E+06,-5.25781E+00
+1.1000000E+06,-5.21875E+00
+1.1005000E+06,-5.14063E+00
+1.1010000E+06,-5.10156E+00
+1.1015000E+06,-5.02344E+00
+1.1020000E+06,-4.98438E+00
+1.1025000E+06,-4.90625E+00
+1.1030000E+06,-4.86719E+00
+1.1035000E+06,-4.78906E+00
+1.1040000E+06,-4.75000E+00
+1.1045000E+06,-4.71094E+00
+1.1050000E+06,-4.63281E+00
+1.1055000E+06,-4.59375E+00
+1.1060000E+06,-4.51563E+00
+1.1065000E+06,-4.47656E+00
+1.1070000E+06,-4.39844E+00
+1.1075000E+06,-4.35938E+00
+1.1080000E+06,-4.28125E+00
+1.1085000E+06,-4.24219E+00
+1.1090000E+06,-4.20313E+00
+1.1095000E+06,-4.12500E+00
+1.1100000E+06,-4.08594E+00
+1.1105000E+06,-4.00781E+00
+1.1110000E+06,-3.96875E+00
+1.1115000E+06,-3.89063E+00
+1.1120000E+06,-3.85156E+00
+1.1125000E+06,-3.81250E+00
+1.1130000E+06,-3.73438E+00
+1.1135000E+06,-3.69531E+00
+1.1140000E+06,-3.61719E+00
+1.1145000E+06,-3.61719E+00
+1.1150000E+06,-3.57813E+00
+1.1155000E+06,-3.57813E+00
+1.1160000E+06,-3.53906E+00
+1.1165000E+06,-3.53906E+00
+1.1170000E+06,-3.50000E+00
+1.1175000E+06,-3.46094E+00
+1.1180000E+06,-3.46094E+00
+1.1185000E+06,-3.42188E+00
+1.1190000E+06,-3.42188E+00
+1.1195000E+06,-3.38281E+00
+1.1200000E+06,-3.38281E+00
+1.1205000E+06,-3.34375E+00
+1.1210000E+06,-3.34375E+00
+1.1215000E+06,-3.30469E+00
+1.1220000E+06,-3.26563E+00
+1.1225000E+06,-3.26563E+00
+1.1230000E+06,-3.22656E+00
+1.1235000E+06,-3.22656E+00
+1.1240000E+06,-3.18750E+00
+1.1245000E+06,-3.18750E+00
+1.1250000E+06,-3.14844E+00
+1.1255000E+06,-3.14844E+00
+1.1260000E+06,-3.10938E+00
+1.1265000E+06,-3.07031E+00
+1.1270000E+06,-3.07031E+00
+1.1275000E+06,-3.03125E+00
+1.1280000E+06,-3.03125E+00
+1.1285000E+06,-2.99219E+00
+1.1290000E+06,-2.99219E+00
+1.1295000E+06,-2.99219E+00
+1.1300000E+06,-2.99219E+00
+1.1305000E+06,-2.99219E+00
+1.1310000E+06,-2.99219E+00
+1.1315000E+06,-3.03125E+00
+1.1320000E+06,-3.03125E+00
+1.1325000E+06,-3.03125E+00
+1.1330000E+06,-3.07031E+00
+1.1335000E+06,-3.07031E+00
+1.1340000E+06,-3.07031E+00
+1.1345000E+06,-3.07031E+00
+1.1350000E+06,-3.10938E+00
+1.1355000E+06,-3.10938E+00
+1.1360000E+06,-3.10938E+00
+1.1365000E+06,-3.10938E+00
+1.1370000E+06,-3.14844E+00
+1.1375000E+06,-3.14844E+00
+1.1380000E+06,-3.14844E+00
+1.1385000E+06,-3.14844E+00
+1.1390000E+06,-3.18750E+00
+1.1395000E+06,-3.18750E+00
+1.1400000E+06,-3.18750E+00
+1.1405000E+06,-3.18750E+00
+1.1410000E+06,-3.22656E+00
+1.1415000E+06,-3.22656E+00
+1.1420000E+06,-3.22656E+00
+1.1425000E+06,-3.22656E+00
+1.1430000E+06,-3.26563E+00
+1.1435000E+06,-3.26563E+00
+1.1440000E+06,-3.26563E+00
+1.1445000E+06,-3.30469E+00
+1.1450000E+06,-3.34375E+00
+1.1455000E+06,-3.38281E+00
+1.1460000E+06,-3.42188E+00
+1.1465000E+06,-3.46094E+00
+1.1470000E+06,-3.50000E+00
+1.1475000E+06,-3.53906E+00
+1.1480000E+06,-3.61719E+00
+1.1485000E+06,-3.65625E+00
+1.1490000E+06,-3.69531E+00
+1.1495000E+06,-3.73438E+00
+1.1500000E+06,-3.77344E+00
+1.1505000E+06,-3.81250E+00
+1.1510000E+06,-3.85156E+00
+1.1515000E+06,-3.89063E+00
+1.1520000E+06,-3.92969E+00
+1.1525000E+06,-4.00781E+00
+1.1530000E+06,-4.04688E+00
+1.1535000E+06,-4.08594E+00
+1.1540000E+06,-4.12500E+00
+1.1545000E+06,-4.16406E+00
+1.1550000E+06,-4.20313E+00
+1.1555000E+06,-4.24219E+00
+1.1560000E+06,-4.28125E+00
+1.1565000E+06,-4.32031E+00
+1.1570000E+06,-4.39844E+00
+1.1575000E+06,-4.43750E+00
+1.1580000E+06,-4.47656E+00
+1.1585000E+06,-4.51563E+00
+1.1590000E+06,-4.55469E+00
+1.1595000E+06,-4.59375E+00
+1.1600000E+06,-4.67188E+00
+1.1605000E+06,-4.75000E+00
+1.1610000E+06,-4.82813E+00
+1.1615000E+06,-4.90625E+00
+1.1620000E+06,-4.98438E+00
+1.1625000E+06,-5.06250E+00
+1.1630000E+06,-5.14063E+00
+1.1635000E+06,-5.21875E+00
+1.1640000E+06,-5.29688E+00
+1.1645000E+06,-5.37500E+00
+1.1650000E+06,-5.49219E+00
+1.1655000E+06,-5.57031E+00
+1.1660000E+06,-5.64844E+00
+1.1665000E+06,-5.72656E+00
+1.1670000E+06,-5.80469E+00
+1.1675000E+06,-5.88281E+00
+1.1680000E+06,-5.96094E+00
+1.1685000E+06,-6.03906E+00
+1.1690000E+06,-6.11719E+00
+1.1695000E+06,-6.19531E+00
+1.1700000E+06,-6.27344E+00
+1.1705000E+06,-6.35156E+00
+1.1710000E+06,-6.42969E+00
+1.1715000E+06,-6.50781E+00
+1.1720000E+06,-6.58594E+00
+1.1725000E+06,-6.66406E+00
+1.1730000E+06,-6.78125E+00
+1.1735000E+06,-6.85938E+00
+1.1740000E+06,-6.93750E+00
+1.1745000E+06,-7.01563E+00
+1.1750000E+06,-7.09375E+00
+1.1755000E+06,-7.21094E+00
+1.1760000E+06,-7.36719E+00
+1.1765000E+06,-7.48438E+00
+1.1770000E+06,-7.64063E+00
+1.1775000E+06,-7.75781E+00
+1.1780000E+06,-7.91406E+00
+1.1785000E+06,-8.03125E+00
+1.1790000E+06,-8.18750E+00
+1.1795000E+06,-8.30469E+00
+1.1800000E+06,-8.42188E+00
+1.1805000E+06,-8.57813E+00
+1.1810000E+06,-8.69531E+00
+1.1815000E+06,-8.85156E+00
+1.1820000E+06,-8.96875E+00
+1.1825000E+06,-9.12500E+00
+1.1830000E+06,-9.24219E+00
+1.1835000E+06,-9.35938E+00
+1.1840000E+06,-9.51563E+00
+1.1845000E+06,-9.63281E+00
+1.1850000E+06,-9.78906E+00
+1.1855000E+06,-9.90625E+00
+1.1860000E+06,-10.06250E+00
+1.1865000E+06,-10.17969E+00
+1.1870000E+06,-10.33594E+00
+1.1875000E+06,-10.45313E+00
+1.1880000E+06,-10.57031E+00
+1.1885000E+06,-10.72656E+00
+1.1890000E+06,-10.84375E+00
+1.1895000E+06,-11.00000E+00
+1.1900000E+06,-11.11719E+00
+1.1905000E+06,-11.31250E+00
+1.1910000E+06,-11.50781E+00
+1.1915000E+06,-11.74219E+00
+1.1920000E+06,-11.93750E+00
+1.1925000E+06,-12.17188E+00
+1.1930000E+06,-12.36719E+00
+1.1935000E+06,-12.60156E+00
+1.1940000E+06,-12.79688E+00
+1.1945000E+06,-12.99219E+00
+1.1950000E+06,-13.22656E+00
+1.1955000E+06,-13.42188E+00
+1.1960000E+06,-13.65625E+00
+1.1965000E+06,-13.85156E+00
+1.1970000E+06,-14.08594E+00
+1.1975000E+06,-14.28125E+00
+1.1980000E+06,-14.51563E+00
+1.1985000E+06,-14.71094E+00
+1.1990000E+06,-14.90625E+00
+1.1995000E+06,-15.14063E+00
+1.2000000E+06,-15.33594E+00
+1.2005000E+06,-15.57031E+00
+1.2010000E+06,-15.76563E+00
+1.2015000E+06,-16.00000E+00
+1.2020000E+06,-16.19531E+00
+1.2025000E+06,-16.39063E+00
+1.2030000E+06,-16.62500E+00
+1.2035000E+06,-16.82031E+00
+1.2040000E+06,-17.05469E+00
+1.2045000E+06,-17.25000E+00
+1.2050000E+06,-17.48438E+00
+1.2055000E+06,-17.67969E+00
+1.2060000E+06,-18.03125E+00
+1.2065000E+06,-18.34375E+00
+1.2070000E+06,-18.65625E+00
+1.2075000E+06,-18.96875E+00
+1.2080000E+06,-19.28125E+00
+1.2085000E+06,-19.59375E+00
+1.2090000E+06,-19.90625E+00
+1.2095000E+06,-20.21875E+00
+1.2100000E+06,-20.57031E+00
+1.2105000E+06,-20.88281E+00
+1.2110000E+06,-21.19531E+00
+1.2115000E+06,-21.50781E+00
+1.2120000E+06,-21.82031E+00
+1.2125000E+06,-22.13281E+00
+1.2130000E+06,-22.44531E+00
+1.2135000E+06,-22.75781E+00
+1.2140000E+06,-23.10938E+00
+1.2145000E+06,-23.42188E+00
+1.2150000E+06,-23.73438E+00
+1.2155000E+06,-24.04688E+00
+1.2160000E+06,-24.35938E+00
+1.2165000E+06,-24.67188E+00
+1.2170000E+06,-24.98438E+00
+1.2175000E+06,-25.29688E+00
+1.2180000E+06,-25.64844E+00
+1.2185000E+06,-25.96094E+00
+1.2190000E+06,-26.27344E+00
+1.2195000E+06,-26.58594E+00
+1.2200000E+06,-26.89844E+00
+1.2205000E+06,-27.21094E+00
+1.2210000E+06,-27.36719E+00
+1.2215000E+06,-27.40625E+00
+1.2220000E+06,-27.44531E+00
+1.2225000E+06,-27.48438E+00
+1.2230000E+06,-27.48438E+00
+1.2235000E+06,-27.52344E+00
+1.2240000E+06,-27.56250E+00
+1.2245000E+06,-27.60156E+00
+1.2250000E+06,-27.64063E+00
+1.2255000E+06,-27.67969E+00
+1.2260000E+06,-27.71875E+00
