Record Length,2.500000e+03,,  -0.000005000000, -10.40000,
Sample Interval,4.000000e-09,,  -0.000004996000, -10.40000,
Trigger Point,1.250000000000e+03,,  -0.000004992000, -10.40000,
,,,  -0.000004988000, -10.60000,
,,,  -0.000004984000, -10.80000,
,,,  -0.000004980000, -10.60000,
Source,CH1,,  -0.000004976000, -10.60000,
Vertical Units,V,,  -0.000004972000, -10.40000,
Vertical Scale,5.000000e+00,,  -0.000004968000, -10.60000,
Vertical Offset,0.000000e+00,,  -0.000004964000, -10.60000,
Horizontal Units,s,,  -0.000004960000, -10.40000,
Horizontal Scale,1.000000e-06,,  -0.000004956000, -10.40000,
Pt Fmt,Y,,  -0.000004952000, -10.40000,
Yzero,0.000000e+00,,  -0.000004948000, -10.60000,
Probe Atten,1.000000e+00,,  -0.000004944000, -10.60000,
Model Number,TDS1012B,,  -0.000004940000, -10.40000,
Serial Number,C063631,,  -0.000004936000, -10.40000,
Firmware Version,FV:v22.01,,  -0.000004932000, -10.40000,
,,,-00.000004928000, -10.40000,
,,,-00.000004924000, -10.40000,
,,,-00.000004920000, -10.00000,
,,,-00.000004916000,  -9.80000,
,,,-00.000004912000,  -9.20000,
,,,-00.000004908000,  -8.20000,
,,,-00.000004904000,  -7.60000,
,,,-00.000004900000,  -6.60000,
,,,-00.000004896000,  -5.60000,
,,,-00.000004892000,  -4.40000,
,,,-00.000004888000,  -3.20000,
,,,-00.000004884000,  -2.00000,
,,,-00.000004880000,  -1.00000,
,,,-00.000004876000,   0.40000,
,,,-00.000004872000,   1.60000,
,,,-00.000004868000,   3.00000,
,,,-00.000004864000,   4.00000,
,,,-00.000004860000,   5.40000,
,,,-00.000004856000,   6.80000,
,,,-00.000004852000,   8.00000,
,,,-00.000004848000,   8.80000,
,,,-00.000004844000,   9.80000,
,,,-00.000004840000,  10.60000,
,,,-00.000004836000,  11.00000,
,,,-00.000004832000,  11.40000,
,,,-00.000004828000,  11.60000,
,,,-00.000004824000,  11.40000,
,,,-00.000004820000,  11.20000,
,,,-00.000004816000,  11.00000,
,,,-00.000004812000,  10.80000,
,,,-00.000004808000,  10.60000,
,,,-00.000004804000,  10.60000,
,,,-00.000004800000,  10.80000,
,,,-00.000004796000,  10.60000,
,,,-00.000004792000,  10.60000,
,,,-00.000004788000,  10.60000,
,,,-00.000004784000,  10.80000,
,,,-00.000004780000,  10.60000,
,,,-00.000004776000,  11.00000,
,,,-00.000004772000,  11.00000,
,,,-00.000004768000,  10.80000,
,,,-00.000004764000,  10.80000,
,,,-00.000004760000,  11.00000,
,,,-00.000004756000,  10.80000,
,,,-00.000004752000,  10.80000,
,,,-00.000004748000,  10.80000,
,,,-00.000004744000,  10.80000,
,,,-00.000004740000,  11.00000,
,,,-00.000004736000,  10.80000,
,,,-00.000004732000,  10.80000,
,,,-00.000004728000,  10.60000,
,,,-00.000004724000,  11.00000,
,,,-00.000004720000,  11.00000,
,,,-00.000004716000,  10.60000,
,,,-00.000004712000,  10.80000,
,,,-00.000004708000,  10.80000,
,,,-00.000004704000,  11.00000,
,,,-00.000004700000,  10.60000,
,,,-00.000004696000,  10.60000,
,,,-00.000004692000,  10.80000,
,,,-00.000004688000,  11.00000,
,,,-00.000004684000,  11.00000,
,,,-00.000004680000,  11.00000,
,,,-00.000004676000,  10.80000,
,,,-00.000004672000,  11.20000,
,,,-00.000004668000,  10.40000,
,,,-00.000004664000,  10.60000,
,,,-00.000004660000,  10.60000,
,,,-00.000004656000,  10.80000,
,,,-00.000004652000,  10.80000,
,,,-00.000004648000,  10.80000,
,,,-00.000004644000,  10.60000,
,,,-00.000004640000,  10.80000,
,,,-00.000004636000,  10.60000,
